username,recency,frequency,monetary,cluster,umap_x,umap_y
1t1lkud4_,1718,2,94870.0,1,1.7984713,17.571913
1t2u6leq6q,700,3,126883.0,3,13.512175,-5.0248966
1tn2pairj4,102,2,127449.0,0,4.2606816,-8.584466
1u6xgdvmw3,884,2,175368.0,0,9.526879,-1.5334938
1ucgfdansg,566,2,126301.0,0,4.246717,-7.52646
1ugkxhqgoc,621,2,124800.0,0,4.1980343,-7.4288926
1v_j8epw9hmxb9z0kr4jdhfbgb3c,1624,2,74679.0,1,-1.6809906,15.890695
1w0rmztcip,515,2,253650.0,0,10.000756,-6.952863
1w39myi6_c,1305,6,771121.0,5,22.058401,2.0882556
1w4n4553,385,39,2770665.0,2,19.291357,-6.172815
1wdd6n2cpz,619,2,186496.0,0,8.310142,-7.7994742
1wj4awf6v9,853,3,166513.0,3,13.77145,-3.9509938
1x68qnu6bp,757,2,89153.0,0,-0.10885832,-2.153898
1xgrkf76rp,303,2,69004.0,0,-3.3933856,-4.3998814
1yr1sjze28,733,2,88840.0,0,-0.19296905,-2.1775155
1z1jf80dn0,1594,2,116399.0,1,3.600439,10.189101
1z5sfgy6b3,173,2,79168.0,0,-2.7952602,-5.253131
1zm912fhwh,762,2,89264.0,0,-0.08451465,-2.133277
1zzatunm4sni,1510,4,586291.0,5,19.682686,5.606282
2.agil,1449,2,107120.0,1,1.0134932,5.930711
200798imam,1628,2,109200.0,1,3.747833,15.550678
2010.027,1727,2,80610.0,1,-0.6969768,17.34621
201184ra,1447,2,63860.0,1,-6.217859,8.578547
2018.03.22,1463,2,102000.0,1,0.26331982,6.6268873
2025.9,1475,2,145160.0,1,5.6454005,6.158202
20fajarramadan,1469,2,108960.0,1,1.401903,6.473562
20nenii,1461,2,84124.0,1,-2.8728614,7.1832356
20nhklxj3l,363,2,162822.0,0,7.133124,-8.673767
20nophy,1460,2,188250.0,1,8.020644,6.515619
20s5p8v522,795,2,156837.0,0,8.378938,-1.849848
20sitirohma,1306,2,110150.0,1,0.9206405,2.8309875
20w40s2p6j,801,2,141776.0,0,7.299119,-1.9931191
210vugxrca,1546,2,135000.0,1,4.910931,8.746794
212footgear,1444,6,408000.0,5,20.663492,3.0416615
217nob1jyr799wriwiaceki380v8,1598,3,209832.0,4,14.614241,7.250199
21_sukmaayuramadhani,544,2,85868.0,0,-1.4041466,-5.685692
21arsyaddss,1688,4,303850.0,5,19.29161,7.1974335
21caalmeup,779,2,106159.0,0,2.866729,-2.5809402
21nawa,1401,2,230400.0,1,9.403547,6.7765393
21neng_tina,157,2,114108.0,0,2.2832634,-8.194275
21sblhb19fe7bvb5hhlx5l0xrc6q,1564,3,140080.0,4,12.875902,7.4189215
21xtc3g_o0,598,2,214160.0,0,9.359004,-7.426926
22082003tiara,1455,2,176000.0,1,7.380927,6.4770265
22112002arumsari,1573,2,106050.0,1,1.835589,10.283168
2228m2r33q,1300,3,189919.0,4,13.605418,4.312559
22_0304,1718,4,362028.0,5,19.756107,7.4460535
22_09_2003,1396,3,111295.0,4,11.632721,6.7397504
22dea,1785,2,87531.0,1,0.24149325,17.90867
22enangismail,1564,3,703940.0,4,17.213095,8.905249
22l8n_2qls,1414,3,302800.0,4,15.971608,6.3238373
22ra_taib,357,2,216852.0,0,9.75461,-7.783154
22second.style,1287,3,176600.0,4,13.342143,4.313296
22tte,1513,3,167870.0,4,13.484837,6.149871
23071997oki,1495,2,85100.0,1,-2.5149577,8.118365
23102002dhyaulhaq,1491,2,113300.0,1,2.3281515,7.351227
23456asepmuslim,1433,2,109386.0,1,1.1989228,5.40253
235296.,1747,2,141810.0,1,7.6199126,18.16453
23_05_05,1437,2,101350.0,1,-0.08061836,5.6329727
23_14_14.,479,2,119736.0,0,3.454391,-7.720345
23indahlestari,1579,2,118190.0,1,3.6460757,10.055702
23queen_shop,1484,5,305504.0,5,20.305813,3.5230103
23ujeb0mx6,319,2,167880.0,0,7.633718,-8.718183
23zulfi,508,3,149453.0,3,14.156176,-4.7862725
24.05_07,804,2,81175.0,0,-1.3258623,-1.6571763
240301aiza,1488,2,126216.0,1,3.8550606,7.0800357
2408200.,1771,2,344755.0,1,12.616867,13.773656
2412dewi,1558,2,74000.0,1,-4.103587,11.43695
241717anita,1435,2,121900.0,1,3.2448595,5.407847
24_75_24,226,4,156733.0,2,16.013235,-7.1944933
24c27c1_d6,1493,2,64503.0,1,-6.054306,9.06744
24doni,1603,2,135510.0,1,5.2016625,9.980832
24zidan.abdillah,1739,2,230350.0,1,12.0115795,15.624414
25072000abc,1533,6,995910.0,5,22.691862,4.002958
2576e_76li,1341,3,235273.0,4,14.772563,4.7240124
258ahmadarif,584,2,107561.0,0,1.8212769,-6.8711014
25_10_1998.,1514,2,114948.0,1,2.6574674,8.080951
25_merrynovriyanti03,274,2,124015.0,0,3.8444436,-8.421188
25rikaadeliya,455,2,106832.0,0,1.6468999,-7.3344626
25riniinurfadillah_,1734,3,382031.0,4,18.088776,12.571483
2609ari,734,2,121291.0,0,5.3038335,-2.9221396
261294lia,1378,3,265770.0,4,15.131327,5.1472363
266xnd2dr6,812,2,174058.0,0,9.44805,-1.6820838
26_o8g8wh7,400,2,130928.0,0,4.6306133,-8.272523
26m5hvky67,412,2,231857.0,0,9.856042,-7.3987355
26nurcahya,417,2,96100.0,0,-0.17470896,-6.806645
26randisaputra,1452,4,474171.0,5,19.24631,5.120752
26uyc9mfwp,1419,5,272500.0,5,19.844057,3.0030165
270501khusnulhotimah,1784,2,149430.0,1,8.264692,18.575222
27071984_fitriana,726,2,107800.0,0,3.1163197,-3.060794
270795m,867,2,162176.0,0,8.7086735,-1.4123785
2708alya,703,3,258616.0,3,15.044905,-2.883803
271004riskatriyana,1653,6,290001.0,5,20.686102,5.093632
279sianturi,1316,11,682637.0,5,21.704754,2.0816753
27adillanaili,1501,2,200000.0,1,8.386404,8.183266
27zahrohshop,1464,2,92967.0,1,-1.467248,6.9148593
28.putriwulandari,1527,2,226000.0,1,9.283334,9.061655
28021992s,1671,5,328000.0,5,21.085796,5.437878
280403new,1669,2,113012.0,1,4.3969655,16.639236
28041964moch_erfan,1538,2,90000.0,1,-1.2680936,9.081711
2811_04,1637,2,123750.0,1,5.679894,16.013714
2827syifaurohmah,1731,2,197529.0,1,11.041821,16.475115
2828raka,1452,5,464530.0,5,21.14729,3.192061
289055faizah99,1539,2,100170.0,1,0.5200104,8.818736
28_maret_2001,818,3,168800.0,3,13.820947,-3.9379847
28forest.id,1317,2,165000.0,1,7.2317677,3.5576196
28ifa,1429,2,118327.0,1,2.6495285,5.14188
28shope,880,7,612880.0,2,17.913239,-6.201216
28tika,915,20,2367554.0,2,18.9052,-5.947338
29007_,1342,4,178190.0,5,17.295496,3.810669
2904rahmaliasaputri____.......,1654,2,101760.0,1,2.612933,15.981677
290500fengki,1368,2,114945.0,1,1.8249605,3.7558186
2908rafi,1399,2,109180.0,1,1.1342498,4.545165
291166_doddy,762,2,109800.0,0,3.5027077,-2.8167803
2979xxukqa,1582,6,352670.0,5,20.81443,4.5075336
29anisa.arisanti,1749,2,286680.0,1,12.515392,14.275139
29firman,763,2,122572.0,0,5.5400653,-2.6236238
29hmmw_dtz,1684,3,215514.0,4,16.132853,12.08793
29pav1ghjp,828,2,97384.0,0,1.6071837,-1.9560843
29venna.olshop,1725,2,191420.0,1,10.670127,16.560337
29widiasari,1569,2,164630.0,1,7.1747904,9.86813
2_.002,1304,2,133000.0,1,4.186767,2.8802438
2_3_8_,1575,2,144500.0,1,5.802494,9.828206
2_952eexkxg9fqe5_nb4_2l3rlke,1569,2,131840.0,1,4.8354583,9.637522
2_kmgxr15v8u4xb2ug7zj7tjy7sm,393,2,117276.0,0,2.9823682,-7.8574367
2_phas0v9d,1567,2,101420.0,1,1.1217479,10.252558
2_qzvb1amj,267,2,136590.0,0,5.1529307,-8.673549
2_ypgpc0xd,753,2,99336.0,0,1.9194807,-2.6748195
2ade2vrpj5,1348,2,95408.0,1,-1.566971,4.4094887
2aistore,1714,2,284015.0,1,12.3021755,14.171818
2arsyaddshopepay,1726,2,118496.0,1,5.0324097,17.81115
2ast5w_j26,538,2,116572.0,0,3.0563128,-7.344144
2bpp39nlg9,1421,2,113300.0,1,1.8374432,5.029967
2budiyanto2,1456,4,189250.0,5,17.45378,4.438782
2d299vb08t,299,2,147650.0,0,5.921522,-8.788279
2dkpkcp5gi,782,3,171168.0,3,13.9138975,-3.9012096
2dlidjabx3,780,4,176624.0,2,15.998383,-7.016671
2dyera2g_rp6s0vly7olsa38ysac,1783,2,205125.0,1,11.658668,16.960442
2e7h6xd7b9,1502,3,198275.0,4,14.151397,6.0169153
2e81ig29oh,785,2,65804.0,0,-3.680377,-1.7528443
2fnyjn4hwl,1568,3,128750.0,4,12.58271,7.683576
2fw7uh5u7m,1573,2,174070.0,1,7.652868,9.909336
2h8wasnnx8,431,2,98434.0,0,0.15862197,-6.974168
2ifrkkwyrb,745,5,480968.0,2,17.641092,-6.3663325
2ighwpzxc_,691,2,141789.0,0,7.5577316,-2.4048438
2jd2u40aea,301,2,90899.0,0,-1.0666142,-6.5638137
2jm6g4_ewv,1527,2,353000.0,1,10.730715,9.7659025
2kilxc1_l0,1593,2,85387.0,1,-1.8156707,10.449078
2l0i2n0a0n,1310,2,184370.0,1,8.06189,3.9892478
2lmp0lqrw_,1716,2,184219.0,1,10.31153,16.60782
2ltj85_niy,742,4,150324.0,2,15.873127,-7.064655
2m076p_jqa,334,2,177552.0,0,8.316749,-8.728154
2magfiroh,780,2,69912.0,0,-3.0287282,-1.6826465
2mdek8zqgl,1566,10,1313290.0,5,23.168125,4.5585027
2mjlp_lqvh,880,3,453016.0,3,15.713516,-2.3969667
2ms.ls,841,3,141618.0,3,13.522495,-4.5083137
2n5l_v1ak5,129,2,116556.0,0,2.7126975,-8.301056
2noldshop_,1396,2,99231.0,1,-0.623437,4.757086
2o2xl5l9v5,1442,2,158610.0,1,6.4731226,5.754625
2ohx4ojdb9,634,2,193880.0,0,8.7012,-7.6740804
2orxger04k,761,2,107390.0,0,3.0282772,-2.8483994
2pikjq4slr,579,2,99968.0,0,1.0018036,-6.6210394
2pitriyani2,1701,5,525820.0,5,21.829214,5.9960856
2pje0par5m,1351,2,120000.0,1,2.6324537,3.3012643
2pnaozydzdrp1h5v9a_esvwxmhyg,1459,2,233000.0,1,9.40708,7.572945
2posbb4fss,121,2,149660.0,0,6.2509747,-8.886693
2pu61ru3dl,775,2,88632.0,0,-0.08981674,-2.0824552
2putridicky,785,2,100206.0,0,2.0060418,-2.4889293
2putrinursery,565,6,251360.0,2,16.62996,-7.0521
2qa_rug8ab,1406,7,659200.0,5,21.702164,2.6327386
2qhci6tz6o,771,2,110210.0,0,3.5352821,-2.762194
2se8tszz9j,1451,3,757880.0,4,17.076395,8.407754
2she_store,1785,2,279013.0,1,12.653363,14.58907
2sl39t0e1z,1689,3,342044.0,4,17.892418,12.385221
2ssdcxigcr,694,2,120800.0,0,5.167173,-3.0198448
2sx8k_xjko,746,2,93520.0,0,0.7037091,-2.4145236
2t003loo23,52,2,81700.0,0,-2.1098104,-5.909636
2t38p9a8fz,1580,2,102000.0,1,1.272214,10.599164
2tw0e2aahf,578,2,136650.0,0,5.364185,-7.798838
2unwpkx_3n,1567,3,322390.0,4,16.088972,8.004733
2vgs6hjc9o,1530,2,76974.0,1,-4.048969,9.370154
2vzxgef57sn8pe05pyc46x_dhrz2,1713,2,116514.0,1,4.812135,17.611797
2wnmaywy5t,1375,2,123704.0,1,3.0875146,3.840895
2xczosfdd2,1571,2,96820.0,1,0.24024697,10.390325
2y5bcsv13p,1592,2,71050.0,1,-5.0333285,12.615934
2y80xfufki,619,8,1068254.0,2,18.668762,-6.393476
2yphqtk6g2,1679,2,121628.0,1,5.310331,16.74833
3.5.9,1386,15,1122876.0,5,22.752766,2.6277134
30082018zn,1464,2,72691.0,1,-5.124784,8.204024
30447p0u9w,122,2,308302.0,0,10.237796,-6.4613543
305fhru6ze,814,2,80208.0,0,-1.4184204,-1.6179826
30_muhammadnurzaini,1340,2,90000.0,1,-2.5081909,4.506668
30cha_,1772,2,197208.0,1,11.380286,17.027014
30i08bfgo8,863,2,120144.0,0,5.000282,-1.8916357
30kris_.98,1626,2,185824.0,1,9.464969,14.778406
31.05.82,689,2,92990.0,0,0.7006182,-2.538145
31_10_73,1624,2,84460.0,1,-0.19338986,16.011824
31dhea_.,1466,2,119000.0,1,2.9181788,6.2194757
31indahtriwahyuni,1633,2,168461.0,1,8.795138,15.076921
31mlm19yo3,491,2,202699.0,0,9.200993,-7.8976283
31sandika,1552,2,122000.0,1,3.7601898,9.301508
325l3nwt37x6q6_o7olditq6knzv,1767,2,108205.0,1,3.9255064,18.667023
32barngos_,1433,2,93318.0,1,-1.5932811,5.9611897
32jwmdne67,755,4,82235.0,2,15.6104765,-7.032773
337.nisakatul_,1426,2,124443.0,1,3.4837637,5.1955695
33w5hc0bjn,1703,4,348425.0,5,19.73831,7.379312
33yt77ce8l,52,2,123449.0,0,3.8277214,-8.480668
345iyus,1292,2,141110.0,1,5.0236244,2.947067
34az_iazpf,1318,2,159864.0,1,6.9652567,3.465978
34j2omo84h,1419,5,401348.0,5,20.659147,2.838645
34k3y0ur1g,1637,2,161780.0,1,8.495883,15.20569
34lsf65our,62,2,144896.0,0,5.6779985,-8.779224
34m2ug01fg,709,2,232820.0,0,10.67579,-3.4344807
35adibah,1584,7,751227.0,5,22.34759,4.547556
367ktptyun,1403,2,136372.0,1,4.8481793,4.342188
36marzuki,1678,2,134795.0,1,6.748127,16.432896
37.5mhzhaechan,1652,4,149634.0,5,17.657234,5.9490557
372cy88bcr,427,3,870407.0,3,16.061987,-2.3538606
37dknl33ap,1714,2,122747.0,1,5.6604915,17.489578
37dryzobfx,1696,2,104320.0,1,3.2468307,17.114553
3851bk6r7l,1534,3,153450.0,4,13.108744,6.650077
38y_jh3sks,714,2,122432.0,0,5.470241,-2.9515796
39jur45fdk,1506,3,120979.0,4,12.170607,7.128144
39opz8vl1p,1654,2,95640.0,1,1.814311,16.093796
39qzu7138b,1562,6,731801.0,5,22.361515,4.3150563
3_0wo2hl_t,293,2,133040.0,0,4.75856,-8.611357
3_4_7_2,1457,8,379703.0,5,20.604214,3.1224117
3_h7pq3hqm,1433,2,103530.0,1,0.32008007,5.504968
3_n0zqfbjs,706,2,192008.0,0,10.247432,-2.2385335
3_wahyuniii,1401,2,107320.0,1,0.7935084,4.656423
3_why_nk,1597,3,158640.0,4,13.441236,7.3145814
3a0vl4xyeg,470,2,79163.0,0,-2.349782,-5.1818466
3a657ga0ue,1525,4,217234.0,5,17.943224,5.09744
3a_cgs6w50,822,2,122304.0,0,5.4601226,-2.1896315
3ah2mqoj0b,1714,2,69206.0,1,-2.37578,17.053574
3aiupd8c9p,1578,2,67980.0,1,-5.9453816,12.125077
3akrvhjtu5,575,12,1164010.0,2,18.723381,-6.397965
3aw13tfhca,529,2,367200.0,0,10.2417965,-5.96862
3bauv1_poh,1623,2,38298.0,1,-7.172317,9.325581
3bh2j649nt,1562,2,130000.0,1,4.6201096,9.516207
3bori1yduy,710,22,2255151.0,2,18.943005,-5.9834185
3bsv9u53mf,1599,2,70000.0,1,-5.232302,12.688464
3c05d1m25y,1520,4,237415.0,5,17.991917,5.1278844
3c4bqe86m4njbind73itu3610e14,1525,2,310185.0,1,10.575687,9.66821
3cavccakj_,1387,2,109928.0,1,1.1165751,4.139592
3cgaokngy1qarifihf_as2p3x6_c,283,2,111666.0,0,2.1205668,-7.903092
3ctueu836r,580,2,93079.0,0,-0.43694142,-6.1501017
3d32033qqk,705,3,152926.0,3,13.784326,-4.3224297
3dj5l7efvi,1646,2,136959.0,1,6.732299,15.924643
3dmqbwgs3y1jlqhi8s7qgqbwcik6,1509,11,1353103.0,5,22.956448,3.5603435
3dqey5yyob,629,2,155501.0,0,6.7059627,-7.876248
3e79wxhgcd,702,2,152800.0,0,8.230471,-2.191224
3e_qpuxida,1581,2,124245.0,1,4.2829266,9.961585
3ehxzfsu57,1658,4,234317.0,5,18.489168,6.584553
3eqhvcrcjv,1576,2,106090.0,1,1.9056222,10.407051
3ewhnfz52t,1651,2,147517.0,1,7.676845,15.794747
3f1qjknus6,1329,2,127205.0,1,3.5685024,2.9559069
3f4rn9oj37,89,3,151040.0,3,14.295423,-4.9653034
3g0ifdto8d,313,2,218536.0,0,9.810329,-7.805817
3goles0rhobr8xrr20to_1_4ways,1775,5,427470.0,5,21.663204,6.162193
3gve7ngm49,1537,3,171955.0,4,13.636138,6.4222574
3gvnvnan6q,1352,2,87700.0,1,-2.8456564,4.790508
3h8rt8axe9,1726,2,104240.0,1,3.247973,17.8413
3hp3x2naqc,1396,2,42031.0,1,-7.012198,9.243297
3hrkn7r7q1,124,2,84389.0,0,-1.8644314,-6.1146297
3huibjp2bc,901,2,83637.0,0,-0.77118033,-1.4162674
3idjpyk3l9,1589,2,119907.0,1,3.7948897,10.134948
3ijyp3bmt0anbmsjlpj0ssiy2p9z,1400,2,76344.0,1,-4.608165,6.5946655
3inae13p1l,1600,2,186000.0,1,8.170284,10.241497
3iqm_1rowy,1571,2,146134.0,1,5.8255315,9.7150545
3ix2zwlt18,748,2,183000.0,0,9.798285,-2.0671961
3izczxgug8,1720,2,92654.0,1,1.6050476,17.53651
3jkx7mg8cd,1669,2,82639.0,1,-0.341342,16.529911
3k3mbe2j2k,1561,4,237487.0,5,18.129515,5.5931015
3k6dy5drco,1678,2,169302.0,1,9.092669,15.936258
3k_kv5t8de,563,2,158792.0,0,6.9001646,-7.957078
3kelu8w37l,1414,20,1757141.0,5,23.219673,2.8952243
3kzc1ssku0,823,2,84368.0,0,-0.76961297,-1.6991342
3lbu95zsoz,1563,2,155530.0,1,6.65705,9.763203
3lik05x71j,777,2,117076.0,0,4.892446,-2.7008898
3lwh6p4alt,1435,2,151990.0,1,6.035656,5.4753056
3mnekkypii,1675,2,192407.0,1,10.12364,15.429054
3mpra_kwg6,1509,2,193543.0,1,8.180421,8.306422
3n9fwh2s9w,572,2,86286.0,0,-1.406879,-5.690858
3nberkah,825,2,170183.0,0,9.131772,-1.5953714
3ni_k4rt1ka,1301,2,85969.0,1,-3.3068075,4.615066
3nkd3aer7p,907,2,98636.0,0,1.6033068,-1.6962458
3nltliwofo,740,5,370040.0,2,17.383299,-6.4420114
3nz01,1570,2,86254.0,1,-1.781282,10.085252
3o3rpoxpc4,399,2,104408.0,0,1.1180927,-7.4149675
3oja_r6oq6,558,2,163172.0,0,7.1568894,-8.02534
3phen5sy8j,1763,2,118877.0,1,5.2520947,18.575653
3pugwgxmi4,103,2,196854.0,0,9.410164,-8.579413
3pwkylqsf_,590,4,270840.0,2,16.68084,-7.0326557
3q19s9xdjtn34hbmgjlcli2qhcys,1646,2,70000.0,1,-2.6037881,16.014776
3q2sqp7k9p,835,2,80089.0,0,-1.50832,-1.5257741
3q96mrd2di,1494,2,187460.0,1,7.9003906,7.5683656
3qswxci19o,1478,2,87000.0,1,-2.2875762,7.325041
3qv0_1jxik,306,2,63173.0,0,-3.5876138,-4.061354
3r5epytzhpzlu6ehngnfpv8p9vnv,1654,4,223802.0,5,18.376482,6.496802
3rza2701,1358,2,66700.0,1,-6.2365923,7.5784464
3s7g5xx3_4,1616,6,285200.0,5,20.56831,4.8418684
3sa1yy9ydd,479,2,99302.0,0,0.2420505,-6.7855005
3t1ka,1666,2,92000.0,1,1.1009854,16.297121
3t5b7cgp_k,919,2,210500.0,0,10.262081,-2.952792
3ue55rogv4,1530,3,182925.0,4,13.832369,6.352309
3vcuipops9,698,2,252536.0,0,10.561747,-3.9699643
3x51miyrr1,82,2,435655.0,0,10.193738,-5.899595
3xbz1fvd4k,618,2,66931.0,0,-3.20909,-4.189224
3xfjosbnme,702,13,1416313.0,2,18.77504,-6.0252414
3xkp8c70em,1287,4,284570.0,5,18.3289,3.9442124
3xp7zce0_f,1492,2,69885.0,1,-5.41694,8.913929
3y4jkl5yyd,815,2,128999.0,0,6.084171,-2.1646101
3y5ns_rb5o,1361,3,115856.0,4,11.723589,6.136631
3yab56f9o3,1570,3,426401.0,4,16.689531,8.379775
3yjdrm00ds,767,5,206575.0,2,16.300732,-6.9137993
3yofs1tvoa,1618,2,67714.0,1,-2.8924239,16.034912
3z5nikg7yf,438,2,222542.0,0,9.736355,-7.5269284
3za3jek0dm,738,2,73452.0,0,-2.541038,-1.7624828
3zidd928a4,248,2,95391.0,0,-0.5568165,-6.988958
4.56_,1432,4,213869.0,5,17.669434,4.301805
4.6.0.1,1646,2,64600.0,1,-3.142474,16.373856
40gr15_u17,1529,2,89350.0,1,-1.4368042,8.949295
40ic4gn1ru,1554,2,82400.0,1,-2.5371687,9.994295
40zgufmekk,713,2,123000.0,0,5.5001435,-2.9492373
412114.474,1690,2,1184549.0,1,12.119344,11.819382
412inggit,1573,2,79310.0,1,-3.0204968,10.736482
417thrift,1565,5,296063.0,5,20.460094,4.463636
41re60jvus,565,2,143804.0,0,5.741981,-7.8893394
420_222,1826,3,224000.0,4,15.807749,12.6498575
421q02lb3r,1562,2,1045238.0,1,11.790094,11.095735
423bv8__04,1473,2,120000.0,1,3.1523762,6.698154
4379zkr2k1a_csu_jr4jmh2ttzem,1813,3,457300.0,4,18.247435,12.506707
437quy2wmq,491,2,78725.0,0,-2.363229,-5.1437097
43drsot2d2,1523,2,193000.0,1,8.144211,8.561801
43dzlj5w95,1644,2,134004.0,1,6.5180073,15.904585
43gt_ynits,750,2,74800.0,0,-2.400702,-1.7629952
43h67hdgve,1528,3,229072.0,4,14.851457,6.5333767
43it20t9a5,757,2,82043.0,0,-1.2272671,-1.873222
4444nabilaesa_.,1791,3,362709.0,4,18.103567,12.779811
444nn3_,875,3,120464.0,3,13.437855,-5.105279
449ludvhos,1315,2,160750.0,1,7.042082,3.4691448
449zktjqo_ani.miryani,1465,2,152510.0,1,6.097592,6.2177153
44uk5hqfvz,773,2,220400.0,0,10.597663,-3.15337
456321irwan,1587,2,66787.0,1,-6.3739934,11.7998705
456477estina,1683,2,67780.0,1,-2.5855722,16.674032
46tx376_dk,1411,2,93730.0,1,-1.5011916,5.3590164
473ufhc5w7,1319,2,113250.0,1,1.4825205,2.775763
47_vz92xb_,771,3,205660.0,3,14.399921,-3.4114087
48027k23ud,718,2,198560.0,0,10.393447,-2.3417614
48_iknkh9_,1528,2,165367.0,1,7.2006173,8.563313
4_4vo4ivpk,1630,3,376876.0,4,17.887098,12.025068
4a7y4qi0sw,1374,3,597137.0,4,16.977383,8.090465
4af1qvohnr,906,2,155608.0,0,8.370206,-1.366004
4an_vria_3,100,2,203450.0,0,9.604645,-8.354396
4axsutb7_c,526,5,538775.0,2,17.961538,-6.6844487
4bpstmbh2p,1751,3,129835.0,4,13.981406,10.564303
4cf9vdzb2i,1576,2,72000.0,1,-4.734745,12.070751
4chmad_misbahuddin,1475,2,73000.0,1,-4.929263,8.507512
4d2eta8vqj,636,2,181128.0,0,8.177385,-7.8140593
4d3irm4,1587,2,215310.0,1,9.09893,10.094639
4d3ua10me8,571,3,589912.0,3,16.023333,-2.4683893
4d3z55a2tc,1598,2,66000.0,1,-6.431333,11.833633
4d4deiy9kz,747,2,81602.0,0,-1.2068045,-1.9030086
4ddo0j4jkh,1716,3,243747.0,4,16.67513,12.820427
4dgu1gwlm_,1567,3,111000.0,4,12.602811,8.683804
4dna0iktly,1531,2,109000.0,1,1.9552852,8.675693
4dsqi3_43k,1524,2,83000.0,1,-2.6469164,9.076593
4ef7pj4flz,1546,3,134900.0,4,12.627412,7.3795843
4eo2efuchp,740,3,120011.0,3,13.470934,-5.111326
4epl7yp6ex,1771,2,92118.0,1,1.8553389,18.301085
4f22ratrc_,451,2,122060.0,0,3.6416986,-7.8477345
4fr14nk4u,1668,2,249548.0,1,11.531726,14.194948
4fx6swp4xy,1365,2,155520.0,1,6.2647624,3.7990701
4gung21,1560,2,92807.0,1,-0.63622206,10.0538225
4gxqny66os,805,2,244944.0,0,10.495392,-3.751855
4h68symftt,1526,2,73110.0,1,-4.531605,9.386878
4ixel6whm4,700,2,120872.0,0,5.1810055,-3.0243468
4j6rqvdwtr,903,2,154984.0,0,8.365622,-1.3616376
4jix1jbybt,1451,4,337000.0,5,18.630707,4.853004
4jk46pjqgk,532,6,1686776.0,2,19.088367,-6.255456
4jqebpveky,1715,5,516871.0,5,21.86886,6.070588
4k7c_bs1kl,740,2,176476.0,0,9.573752,-2.082074
4l9_wien,1627,2,128709.0,1,5.980064,15.802554
4lesha.khadijahraji,1461,3,312292.0,4,15.975375,6.828893
4lir1prv9l,771,2,215200.0,0,10.600846,-3.082996
4m65qjxw_3,556,5,635200.0,2,18.137445,-6.64795
4n0pr_09rs,1651,2,81311.0,1,-0.55661684,16.260988
4n4je9fnl8,743,2,111800.0,0,3.9342666,-3.0235925
4n4nd4sobir,417,2,103638.0,0,1.0519645,-7.3631563
4nddodcjee,565,2,120136.0,0,3.5515053,-7.3654943
4nton81,694,2,111354.0,0,3.9143734,-3.1730227
4o3esx1ntf,1396,2,123000.0,1,3.127642,4.2344837
4omfezndws,385,2,170012.0,0,7.644012,-8.61208
4priant1,812,2,141634.0,0,7.248853,-1.934328
4priliyan1,1475,2,74000.0,1,-4.699485,8.333982
4qewccadk4,1324,2,77000.0,1,-4.9567513,5.88225
4qmk7p5ra5,827,2,87784.0,0,-0.32733968,-1.7653524
4qs782yto6,758,2,33429.0,0,-6.065835,-0.92420125
4qvv7rfkao,783,2,101504.0,0,2.1093018,-2.5288608
4r7x3ekq75,791,2,168948.0,0,9.214578,-1.7883015
4rf_j31k_9,1557,2,330923.0,1,10.775265,10.433033
4rgo5squ7a,871,4,148872.0,2,15.88883,-7.0574536
4rl5tw97di,1701,3,301111.0,4,17.518295,12.771383
4rum5,1321,2,99370.0,1,-1.0764672,3.673463
4rxaf91fg1,746,2,72511.0,0,-2.678862,-1.7410492
4s2w4ldwm6,581,2,158400.0,0,6.8657274,-7.9308195
4se7ydd8ei,1682,2,121217.0,1,5.34345,16.807224
4sqxzx2fkm,1587,6,418100.0,5,21.245012,4.52508
4sslygntes,687,2,72300.0,0,-2.6739397,-1.781215
4tmsxv3vu7,1634,2,95773.0,1,1.4662567,15.579082
4ue0hd6v_n,1450,2,80179.0,1,-3.8183765,7.406589
4uiqc8lcdg7f2wxeluux1qt3ksqa,856,2,164904.0,0,8.875366,-1.4559885
4uli4._,1339,4,315180.0,5,18.484905,4.1011324
4ut6hrzm7l,295,2,199600.0,0,9.458064,-8.355937
4uxbdb1t18,816,2,120920.0,0,5.2008896,-2.2716656
4v1__xhsc5,820,2,94574.0,0,0.92466,-1.9474105
4v6db5jv4_,1373,2,222480.0,1,9.144273,5.754336
4vico6mh0c,1574,2,102765.0,1,1.4129179,10.354617
4w366_uh7z,489,2,221856.0,0,9.602619,-7.5019603
4wc3_c2t22,1530,4,437750.0,5,19.390451,5.6434817
4wr5tore,1396,3,140390.0,4,12.223561,5.4712815
4x2x5sa4pj,470,2,122432.0,0,3.7035882,-7.835021
4x442ppohp,682,2,89590.0,0,0.026827037,-2.330606
4xiojcmums,1395,3,120304.0,4,11.812232,6.2119355
4xwah9g2i2,765,3,323320.0,3,15.357081,-2.6532166
4y_bpjlbth,210,2,137385.0,0,5.1501513,-8.701533
4zb8ksjvp8,1681,2,183074.0,1,9.77488,15.686421
50diskon,1529,3,230720.0,4,14.862658,6.560208
50mbu9yroskfqb4lw169rzyp15bk,1584,2,46350.0,1,-7.0672445,9.472858
50n346cfet,787,3,116880.0,3,13.432225,-5.212278
514p4,910,2,102617.0,0,2.3920834,-1.7128228
5154_store,771,2,204877.0,0,10.521012,-2.6634831
51_91,805,2,81000.0,0,-1.3222696,-1.6616262
