username,recency,frequency,monetary,cluster,umap_x,umap_y
muhammadridwanginting,908,2,139091.0,0,7.005211,-1.5516254
muhammadridzalfauzi,404,3,112480.0,3,13.796981,-5.57896
muhammadrifanshinji,1586,2,94435.0,1,-0.04811518,10.667104
muhammadrifki_,1316,7,488810.0,5,20.975786,2.2237859
muhammadrifkimuna,419,4,249200.0,2,16.600128,-7.142144
muhammadrifqipermana,1706,2,114209.0,1,4.6536083,17.515106
muhammadrifqirizaldi15,1611,7,653420.0,5,22.257133,5.225875
muhammadriski081,1417,2,68208.0,1,-5.944926,7.9398623
muhammadriskichalik,1485,2,211250.0,1,8.8665495,7.7400136
muhammadriyadh16,1596,2,95276.0,1,-0.03875195,10.778274
muhammadriyanefendi,1597,4,144000.0,5,17.23506,5.443109
muhammadriyanto06,1583,2,95131.0,1,-0.011739366,10.615966
muhammadriza04,1562,4,284280.0,5,18.594494,5.7016587
muhammadrizal050103,613,3,195982.0,3,14.765349,-3.9386802
muhammadrizal383,1280,2,202380.0,1,8.677902,4.5572495
muhammadrizatullah123,1795,2,153597.0,1,8.5659275,18.65755
muhammadrizieq282,785,2,150412.0,0,7.985796,-1.9571078
muhammadrizki2001,1408,3,124848.0,4,11.930456,6.1516075
muhammadrizki73,1658,2,88993.0,1,0.68632054,16.287888
muhammadrizkialsandi,1575,2,101985.0,1,1.2677746,10.516019
muhammadrizkirenaldi,1652,2,74057.0,1,-1.80967,16.113129
muhammadrizky22005,852,3,114020.0,3,13.412263,-5.291671
muhammadrizqiliansyah,1644,2,152650.0,1,7.8319483,15.599352
muhammadrofii7,1706,2,213780.0,1,11.252808,15.524291
muhammadroni153,1627,3,193725.0,4,15.735042,11.579821
muhammadrudi12,741,2,134261.0,0,6.805942,-2.5061104
muhammadrusli,1340,2,159679.0,1,6.4765105,3.6188817
muhammadrusmin72,727,6,681933.0,2,18.06391,-6.2608294
muhammadruyani18,1456,2,139643.0,1,4.955683,5.74588
muhammadryanp028,1674,2,93750.0,1,1.5251048,16.514107
muhammadrzka,1447,2,115917.0,1,2.1886742,5.4816303
muhammadsabda,1622,2,88010.0,1,0.33066258,15.924296
muhammadsafiirauf,1373,2,127638.0,1,3.8647227,3.7546635
muhammadsafril,520,2,118272.0,0,3.3068128,-7.4306207
muhammadsahal.1998,1666,2,105360.0,1,3.3108826,16.522167
muhammadsaiful1122,1539,2,91492.0,1,-1.0071294,9.086249
muhammadsalim664,253,3,191682.0,3,14.918828,-4.1765747
muhammadsandiibrahims,1520,3,435879.0,4,16.695738,8.147372
muhammadsandiiifadilah87,1446,2,102000.0,1,0.25981086,5.945351
muhammadsarulin,1678,2,393107.0,1,12.243226,13.047588
muhammadsayadi26,1451,17,1629656.0,5,23.078848,3.1812577
muhammadsayuti84,1758,2,214450.0,1,11.755265,16.341385
muhammadshabir820,1341,2,141110.0,1,5.216659,3.377668
muhammadsiregar664,331,2,100774.0,0,0.53812414,-7.388317
muhammadsolu,1590,2,96000.0,1,0.14492239,10.829864
muhammadsurahmanto_22,1566,4,208060.0,5,17.812862,5.577809
muhammadsyafi11,1713,3,359979.0,4,17.99934,12.556896
muhammadsyahrizal_,1565,2,165135.0,1,7.18747,9.845886
muhammadsyahrulkhoir22,869,2,181712.0,0,9.631983,-1.5739418
muhammadtajul12,1390,3,165000.0,4,12.83462,4.920902
muhammadtaqyuddin1,1301,5,4054802.0,5,23.656118,2.5660803
muhammadtirtanovanbarlin,717,2,172728.0,0,9.459813,-2.095313
muhammaducu1984,1317,4,221600.0,5,17.789848,3.749463
muhammadwawan12,1594,2,193780.0,1,8.430343,10.216372
muhammadwildanns,1376,2,176000.0,1,7.474859,4.5068736
muhammadwisnu28,1390,2,101173.0,1,-0.45931974,4.6511254
muhammadyaaserakmaluddin,1468,2,162000.0,1,6.703173,6.50344
muhammadyaminardius,1582,2,100815.0,1,1.1441771,10.696435
muhammadysf123,1722,3,201880.0,4,15.851311,12.319785
muhammadyusnar,593,3,190889.0,3,14.703071,-4.032939
muhammadyusril0206,1505,2,122000.0,1,3.6292272,7.639252
muhammadyusufmaulana,1660,2,117790.0,1,4.7623024,16.31915
muhammadyusufmedan99,222,2,113829.0,0,2.3194118,-8.166882
muhammadyusupsyaripudin,1503,2,89610.0,1,-1.7426347,7.98336
muhammadzainiikbal,553,3,166048.0,3,14.2902,-4.506395
muhammadzaki019,1634,6,511577.0,5,21.72344,5.429081
muhammadzakirrahman,1435,2,117250.0,1,2.4846773,5.292689
muhammadzen508,298,2,143422.0,0,5.6048875,-8.689807
muhammadzerlindo,1785,2,106682.0,1,3.7950523,18.907211
muhammadzmj,1410,2,244522.0,1,9.697728,7.3662043
muhammadzulkaikhtiar,1311,2,96305.0,1,-1.5331365,3.7284644
muhammadzulkifli570,883,2,88787.0,0,0.21965836,-1.6293448
muhammatapdaifarhan,822,2,68370.0,0,-3.1998901,-1.6553615
muhammathasanbasri,866,2,93066.0,0,0.79649484,-1.7397144
muhammdhaiqal26,1643,7,1052980.0,5,22.901945,5.422431
muhammdsaputra22,1635,2,90029.0,1,0.67444354,15.909468
muhamnadnasir2203,1479,2,150490.0,1,6.0209093,6.6130133
muhandisferdinan,1656,2,95790.0,1,1.7809627,16.169788
muhaniatul.wni,1577,3,148000.0,4,13.08461,7.341352
muhardia.id,1439,2,181674.0,1,7.787253,6.0757575
muharfan1997,806,5,406979.0,2,17.522379,-6.3188524
muharromi_,1422,5,313151.0,5,20.126953,2.9394133
muhaslam27,1344,2,122210.0,1,2.8398798,3.2557259
muhazri.rahmat,1568,2,175976.0,1,7.7273927,9.869109
muhbahri_,1502,2,109650.0,1,1.8250608,7.890386
muhdaffa_11,307,2,112025.0,0,2.1408415,-7.894248
muhe_min501,1388,6,442700.0,5,20.869452,2.634573
muherlanggam,623,2,124930.0,0,4.1657667,-7.407114
muhfadhielsagita,852,2,144702.0,0,7.621683,-1.6788067
muhfadli110495,1395,2,84048.0,1,-3.388684,5.7790546
muhfadlihidayat,1569,4,258530.0,5,18.326675,5.6880975
muhfadlyp,1715,2,122978.0,1,5.6726456,17.492992
muhfaiz157,211,2,147068.0,0,5.9387326,-8.819258
muhfaqih_17,1506,3,105290.0,4,11.825886,7.207127
muhfathur_,1756,2,85851.0,1,0.11692853,17.740427
muhfirmantaufiq123,1291,2,55725.0,1,-6.6221366,8.539522
muhhafidzbaihaki,1425,2,128229.0,1,3.9609804,4.9295774
muhhikyawan,292,2,106160.0,0,1.0808393,-7.6747556
muhibbulabrar,1766,4,396796.0,5,20.089592,7.546621
muhidatul123,1572,2,97000.0,1,0.28414768,10.445687
muhidin_spw,1587,2,85322.0,1,-1.8268728,10.438478
muhidinabdurrahim,460,2,137250.0,0,5.1834517,-8.131163
muhidinoi,1571,3,131995.0,4,12.598065,7.628264
muhimah05,1590,2,82400.0,1,-2.3578887,10.583194
muhindra934,120,2,187925.0,0,9.066378,-8.826867
muhlasin0,1668,3,119330.0,4,13.734645,10.188078
muhlhamnur,1775,2,125360.0,1,6.1147847,18.678297
muhlisalmahdi,1659,3,208859.0,4,16.042927,11.900347
muhmmad_kasim8,1593,2,116500.0,1,3.6250155,10.18449
muhmmadraflypr_,1469,2,199300.0,1,8.412598,7.0033474
muhmmderlangga,1784,2,238548.0,1,12.430001,15.813405
muhramdan21,573,2,123489.0,0,3.9842756,-7.4408116
muhreza2104,1590,2,85000.0,1,-1.8533914,10.446093
muhrifki_almahdali,1418,2,191619.0,1,8.1148205,5.8404713
muhrimah.shop,1688,2,87600.0,1,0.49210554,16.73693
muhrivaldipaoman,1396,3,177215.0,4,13.451243,4.767634
muhrizal010,1585,5,186670.0,5,19.747047,4.310969
muhrizkyyy,1774,2,251541.0,1,12.47979,15.29342
muhrohandhi,1657,3,159215.0,4,14.906907,11.203261
muhsin232,860,2,172350.0,0,9.2231865,-1.4654608
muhsinhidayat,1346,2,1583002.0,1,11.585887,10.485775
muhsirajmunir,1773,3,261900.0,4,17.022345,13.277567
muhtar_alam04,1632,3,294384.0,4,17.337854,12.205717
muhtasis10,1743,2,67578.0,1,-2.4531684,17.224989
muhxxx0sidxxx,833,3,145009.0,3,13.540532,-4.4833064
muhyaafiq09,1502,2,158858.0,1,6.51769,7.590719
muhyiddin09_,1650,2,106620.0,1,3.3787124,16.050903
muhyidiin,740,2,307291.0,0,10.370444,-4.739414
muhzuhdinjb,1333,2,69787.0,1,-5.9644294,6.939573
muidhotussafitri19,1692,2,81257.0,1,-0.6347771,16.756538
muilestari,1452,2,78000.0,1,-4.101851,7.7026067
muis2106,819,2,114351.0,0,4.317935,-2.2164474
muisiam98,1303,3,302100.0,4,15.687674,5.54823
mujabkoto27,1575,2,100000.0,1,0.92112565,10.455465
mujadi2004,1568,2,113110.0,1,2.8767815,9.973273
mujaheed._,1591,2,102000.0,1,1.4010429,10.812203
mujahidahtankguh,1568,2,113455.0,1,2.8736498,9.980864
mujahidinjual13,1434,3,204210.0,4,14.184295,5.1168666
mujakirwalat216,1296,2,239420.0,1,9.495166,5.4894757
mujek1987,1644,2,84850.0,1,-0.0845861,16.196033
mujiatii04,1681,3,274475.0,4,17.130554,12.532306
mujib1997,1492,2,89018.0,1,-1.8070517,7.8396397
mujieb.kjen,852,2,98800.0,0,1.7327018,-1.9072933
mujisusanti,1678,2,100896.0,1,2.6746001,16.698252
mukammadanam,1601,2,81253.0,1,-2.4983613,10.694116
mukaromahzain,1372,3,305355.0,4,16.042492,6.255546
mukarramaah,1712,2,217510.0,1,11.332843,15.544537
mukarromah11,1623,2,127860.0,1,5.9410024,15.790038
mukee_12,857,2,93548.0,0,0.7789751,-1.751862
mukhan01,1434,2,108286.0,1,1.10137,5.4966364
mukhlistiobarokah,1683,2,125183.0,1,5.8064756,16.879805
mukhtaralqorni,1655,3,105000.0,4,13.375202,9.851546
mukidi2461879,745,2,116400.0,0,4.607688,-2.9525988
muklas_23,1386,2,74160.0,1,-5.105414,6.9019575
mukmin1982,1620,2,108438.0,1,3.660928,15.487154
mukraidruzz,1588,2,293910.0,1,10.537089,10.448695
mukrimahandayani,1568,2,71070.0,1,-4.968368,11.956966
muksalyakob,1468,2,105060.0,1,0.75885653,6.5002985
mukti876,606,2,107040.0,0,1.77702,-6.797425
mukticeluler123,1745,3,457116.0,4,18.290424,12.225378
muktihamb,463,3,220202.0,3,15.159017,-3.7509198
mul_yono80,1580,2,138000.0,1,5.373552,9.809253
mulabisstoree,1750,4,1439712.0,5,21.440956,6.782927
muldiyan_15,710,2,127485.0,0,6.233817,-2.749187
mulia92sari,596,2,234856.0,0,9.658976,-7.25506
mulia99.store,1734,2,163000.0,1,9.218049,17.434458
muliadisyarief120401,1558,2,511910.0,1,11.442372,10.848867
muliana904,1439,2,239990.0,1,9.571818,7.473975
muliana_simuli,1430,3,217649.0,4,14.344657,5.144108
mulianaa30,1675,3,271720.0,4,17.072008,12.469771
muliani_s,1654,2,119868.0,1,5.1373143,16.216396
muliarauf,828,2,112780.0,0,4.1001883,-2.103117
muliatyoctaviabria,770,2,192306.0,0,10.215273,-2.2096696
muliyadimuliyadi425,1372,3,130691.0,4,12.068753,5.54922
mulkanhafiz08,1741,2,117474.0,1,4.99486,18.250544
mulkanm,521,2,210172.0,0,9.29749,-7.608273
mulkiabdilahapriandi,1652,2,72100.0,1,-2.0551805,16.105303
mulkillahukhy,470,2,150000.0,0,6.5574417,-8.35486
mullynassa02,1455,3,317110.0,4,15.983091,6.7865157
mullynassaofficialstore,1282,18,2583124.0,5,23.60632,2.4412675
multi22,883,2,127065.0,0,5.811391,-1.7361796
multicomp.0412,760,2,100274.0,0,1.9450867,-2.6587698
multifashion0852,1676,6,782894.0,5,22.605291,5.7352
multijayanurdin,1692,2,282890.0,1,12.0103655,13.781004
mulusa,1507,2,107740.0,1,1.6549059,7.9752793
mulya0406,1661,3,191580.0,4,15.738406,11.714208
mulya_mandiri01,1518,2,109000.0,1,1.9223925,8.333894
mulyadi9505,616,2,223232.0,0,9.548779,-7.2935395
mulyadi_784,1538,2,97538.0,1,0.16021399,8.96615
mulyadialfahri,1643,2,72100.0,1,-2.1060429,16.018187
mulyadikintap,1301,2,347950.0,1,10.759769,8.809034
mulyafirlando1,1828,2,182700.0,1,11.120537,17.58998
mulyana270699,533,8,609235.0,2,18.158657,-6.6583242
mulyana_46,651,2,197595.0,0,8.840751,-7.613743
mulyanacecep90,159,3,183438.0,3,14.85924,-4.2522545
mulyanayana6330,1345,7,589600.0,5,21.425974,2.2855976
mulyanayana707,819,2,246556.0,0,10.451907,-3.659636
mulyanazubier2801,1406,2,80000.0,1,-4.0761843,6.3258257
mulyani3.,1655,2,63883.0,1,-3.1300898,16.417757
mulyantieka,1426,2,160558.0,1,6.557127,5.358906
mulyasaa,1595,2,79310.0,1,-2.9191306,10.994053
mulyati.k,1558,2,126072.0,1,4.3499146,9.383696
mulyonopakekembar,765,2,74745.0,0,-2.4056273,-1.73156
mulyrifai,1574,3,294836.0,4,15.77756,7.757071
mumet87,768,3,54480.0,3,13.491875,-6.306697
muminah_5,332,2,207408.0,0,9.591237,-8.152577
muminyusuf,1431,3,235193.0,4,14.767106,5.3985653
mumtaz17__,712,2,107748.0,0,3.0742724,-3.1445715
mumtazah39,1385,2,140835.0,1,5.099605,4.060283
mumuhmuhyidin99,1438,4,267150.0,5,18.091602,4.6290703
mumul_mulya0212,1686,2,88189.0,1,0.60163814,16.735115
mumulyati,1410,33,2702805.0,5,23.580177,3.0390632
mumushrn,1629,2,89275.0,1,0.56038684,15.886416
muna_warah2501,1308,26,2733285.0,5,23.600794,2.4485028
munaaurelia07,1779,6,1168450.0,5,22.747278,6.180311
munaberkah,1571,3,437619.0,4,16.703136,8.385992
munajirohisnimuviell,1410,2,222195.0,1,9.117678,6.4157753
munandar1304,1305,2,103650.0,1,-0.100294106,3.1385956
munandar280,1375,2,198200.0,1,8.47888,5.1433916
munayyaakbar,1465,2,97850.0,1,-0.43189165,6.9316955
munazcell07,1364,6,556440.0,5,21.262033,2.465692
munaziramri4354,1697,2,180274.0,1,9.701915,15.867372
munedede2020,802,2,259058.0,0,10.476434,-4.0058284
munela.shop,747,2,95526.0,0,1.0136089,-2.4659233
munijo123,1354,2,150380.0,1,5.8195286,3.6141603
munirelbadrie,1377,2,128000.0,1,3.8769271,3.7741413
munnnhh,553,15,2044708.0,2,19.150614,-6.1804523
muntaha153,1498,2,109994.0,1,1.8633934,7.508098
muntazul747,315,3,228966.0,3,15.260496,-3.725512
mupm9sxfpg,729,2,132455.0,0,6.627388,-2.5630867
muqorobin10,1352,2,181140.0,1,7.8421073,4.335178
murah.sae,774,3,5566301.0,3,16.10778,-2.2691116
murah_dailystore,1679,4,438973.0,5,20.15395,7.109863
murahaja_id,1583,4,500500.0,5,19.696377,5.994049
murahberkwalitas_,471,2,81720.0,0,-2.1041253,-5.4122252
murahcase123,1490,2,178324.0,1,7.594807,7.3512845
murahmeriah_os,1314,2,125900.0,1,3.3484194,2.7805507
murahstore22,1447,2,186850.0,1,7.9677563,6.3269296
muraqilibad,1335,3,166582.0,4,12.727969,4.4945345
muratunaja,1434,9,696151.0,5,21.872643,2.8334548
muraya2812,1395,3,214850.0,4,14.372311,4.9209437
murbaya2020,1551,7,354764.0,5,20.830755,4.437631
murgunung,1490,2,86398.0,1,-2.3199704,8.015118
murjani468,1584,2,65920.0,1,-6.4663677,11.6742
murliahmama,1767,3,311750.0,4,17.784956,13.041659
murliatus,1384,2,84976.0,1,-3.3091402,5.493908
murni14,1666,2,174586.0,1,9.367257,15.565718
murni_dahlia,621,16,1100901.0,2,18.694283,-6.3838987
murniaty382,752,2,94757.0,0,0.89701724,-2.4389055
murnisyana_olshop,1426,2,265740.0,1,9.997898,8.067287
murniuni508,750,2,133040.0,0,6.754505,-2.4867558
murniunnhi,582,2,218823.0,0,9.431088,-7.420011
mursalfauzka,364,31,6388871.0,2,19.36433,-6.064657
mursalinmursalin690,302,2,112685.0,0,2.2045865,-7.92308
mursiani_yani,324,2,102332.0,0,0.7078072,-7.4536543
mursihyani,1676,2,325082.0,1,12.108386,13.495529
mursyadad,717,2,134905.0,0,6.8685718,-2.5387764
murti.19,1676,2,114131.0,1,4.49135,16.745146
murtinyaanan,427,2,147594.0,0,6.3409863,-8.426041
mus_imamah,757,2,80395.0,0,-1.5040711,-1.8380357
mus_mus92,562,2,92319.0,0,-0.6775419,-6.092355
musaadel10,1690,2,96950.0,1,1.9430823,16.830425
musafirajah,431,2,100020.0,0,0.3316698,-7.0201945
musamusa211,221,3,173974.0,3,14.689792,-4.4069204
musauwir46,263,2,140580.0,0,5.4362974,-8.701731
musaworumi,85,2,329920.0,0,10.243236,-6.3228827
musdalipa_paso16,1413,5,842856.0,5,22.222227,2.7660732
musdariah,1435,2,173040.0,1,7.324335,5.747147
musdewi22,1675,2,48678.0,1,-7.062948,9.547601
musfiira22,1498,3,196961.0,4,14.099848,5.97641
musgenk,746,2,113152.0,0,4.1456394,-3.0290866
mushaebi_ashar,1560,8,434609.0,5,21.31769,4.4154606
musksabaya,815,2,84290.0,0,-0.8307555,-1.7277341
muslehalghifari,1754,2,144000.0,1,7.842069,18.250553
musliahdwi09,1571,5,183000.0,5,19.74897,4.3009157
muslianisilalahi29,1571,3,173555.0,4,13.75684,7.096112
muslih248,881,2,114112.0,0,4.034088,-1.8693216
muslihatulzucha,1514,3,689905.0,4,17.074903,8.552467
muslim11081988,1421,6,309927.0,5,20.135654,2.9875078
muslimah0105,1340,4,257742.0,5,18.066488,3.8365119
muslimahh.id,1500,4,542160.0,5,19.560772,5.552986
muslimienimin,1464,2,96487.0,1,-0.55371946,6.977204
muslina199,1333,6,242081.0,5,19.6205,2.9290254
muslipah12,1526,3,106534.0,4,11.914803,7.3152823
muspiroh444,1363,2,137402.0,1,4.941103,3.6958342
musrifah019,1426,2,217479.0,1,8.997418,6.6187267
mustafida810,1426,4,326407.0,5,18.571535,4.706329
mustakim943,200,3,220092.0,3,15.198993,-3.800821
mustaqimaliya,348,2,114505.0,0,2.4698753,-7.8683176
mustaqimmuafa,1307,2,115442.0,1,1.7329084,2.6615314
mustari_kadek,1450,12,929540.0,5,22.546974,3.0664475
mustarrrrr,1504,11,1126770.0,5,22.819645,3.617404
mustawahab,1790,2,153714.0,1,8.625036,18.578234
musthakimalhusein,1344,2,152155.0,1,5.943567,3.5015688
mustika.mus,1751,2,145230.0,1,7.899635,18.231318
mustika_2918,1320,2,85799.0,1,-3.3369584,4.7027683
mustikaayuseptiani1,1302,2,198654.0,1,8.53794,4.430912
mustikacahya.co,1757,3,859600.0,4,18.05014,10.885463
mustikatajuden,1498,2,227250.0,1,9.237113,8.138659
mustisimstore,1625,2,111924.0,1,4.182414,15.656976
mustofaahmad678,455,2,205095.0,0,9.307401,-7.916838
musya050490,579,2,101400.0,0,1.0936446,-6.6480265
musyarifahlulu,1599,2,66000.0,1,-6.429718,11.839601
musyarovatulwahidahhidah,1691,2,133840.0,1,6.668298,16.942627
muszar0795,1626,2,81990.0,1,-0.47009754,16.029581
mutaqin350,1375,2,85131.0,1,-3.3230338,5.394264
mute_putri,1377,2,108963.0,1,1.063233,3.9719522
muteshakel,1364,2,112500.0,1,1.4506708,3.7184184
muthiaaa,1397,3,151564.0,4,12.452021,5.2143407
muthiaannisa,1652,2,180857.0,1,9.395266,15.175285
muthiadynh25,1779,2,136450.0,1,7.0928617,18.63172
muthiahsriadi,1639,2,217398.0,1,10.771444,14.4112
muthiyaherfia,1572,3,105000.0,4,12.748304,9.026295
muthiyaz,1667,2,93749.0,1,1.5068215,16.397663
muthmainnatul_hikmah.217,692,2,83328.0,0,-1.1342791,-1.9551903
muthyarahmadini,1490,3,243500.0,4,15.097803,6.3226333
mutia_junita,747,2,212271.0,0,10.611496,-2.903308
mutiaa.sho234,1834,2,108000.0,1,3.6655345,19.088528
mutiaahnum,1585,2,112900.0,1,3.0323398,10.290037
mutiaanggisalsabila,1589,2,72732.0,1,-4.3598347,12.297059
mutiacu,1539,3,183392.0,4,13.824704,6.4869194
mutiafebriani00,1311,3,346225.0,4,16.388645,6.5494137
mutiah0808,1747,2,127158.0,1,6.243693,18.38195
mutiah2407,1605,2,83277.0,1,-2.1704247,10.5698185
mutiahappyshop35,15,2,107300.0,0,1.4482495,-7.9460726
mutiahartini,256,2,227016.0,0,9.954356,-7.622435
mutiamuna,1560,2,303000.0,1,10.598999,10.381734
mutianurul93,1466,2,81000.0,1,-3.5750253,7.5013733
mutiara240703,1299,2,100022.0,1,-0.7303324,3.3624938
mutiara_1208,1578,4,185400.0,5,17.605629,5.5474186
mutiara_annisa10,1698,2,159750.0,1,8.690427,16.577478
mutiara_antika25,1455,46,4333882.0,5,23.63311,3.2926805
mutiara_antikaa2505,1645,15,1390937.0,5,23.230284,5.350881
mutiara_antikasari,1636,3,280610.0,4,17.230074,12.216534
mutiara_qurotaa15,1316,2,133309.0,1,4.2119846,2.8944027
mutiara_shop1245,1595,2,81000.0,1,-2.5196981,10.691712
mutiaraa123ppppppp,1595,4,516938.0,5,19.719267,6.0048223
mutiaraapriliasaputri,1590,2,79310.0,1,-2.9566028,11.018964
mutiaracahya24,1582,5,268225.0,5,20.268692,4.4176073
mutiaradesilvia,761,2,73300.0,0,-2.5306668,-1.7271482
mutiaraharjuningtias6,1345,2,112894.0,1,1.5575643,3.2408893
mutiarahasanah17,1569,4,179775.0,5,17.557297,5.5200815
mutiarahening_,1774,4,449101.0,5,20.157766,7.5276556
mutiarakmlna,1700,2,94915.0,1,1.7600025,17.084665
mutiarani_nasyta,1371,2,163000.0,1,6.8572245,4.3645163
mutiaranoviar,1747,2,65762.0,1,-2.701954,17.181948
mutiaraputrirengganis,1573,3,151490.0,4,13.2269535,7.224712
mutiararhma12,1312,2,124924.0,1,3.3157525,2.77298
mutiararizkikaputri,1788,2,74500.0,1,-1.4295816,17.620571
mutiarasakinahhh,1305,2,105850.0,1,0.24873263,3.025217
mutiarasalsabilaap22,1733,3,234550.0,4,16.518253,12.861814
mutiarasantika8,1447,2,90470.0,1,-1.8367683,6.637014
mutiarashafrina01,1576,3,262650.0,4,15.418474,7.5479712
mutiarawferda,1379,2,154100.0,1,5.9576306,4.2083197
mutiasalsadeffanti,1454,10,762464.0,5,22.026081,3.0322707
mutiatanjung04,1706,4,421109.0,5,20.072449,7.438813
mutiatul_fajriani,1621,2,133000.0,1,6.4787593,15.663627
mutiayovarni,1435,2,232000.0,1,9.415274,7.3154545
mutiaystk,1301,10,385378.0,5,20.435919,2.4016042
mutik26mutia,1640,2,126511.0,1,5.8103323,16.035767
mutiyashoope,1394,2,95440.0,1,-1.3107939,4.988259
mutmainah1806,1615,2,68000.0,1,-2.881819,16.015648
mutmainnadanovhaa,1358,3,289779.0,4,15.477702,5.367711
mutmainnahinnh,1566,2,77400.0,1,-3.431285,10.888002
mutmainnahpalu,1452,2,83805.0,1,-2.947103,7.0874853
mutngatunsolikhah6,1655,5,304338.0,5,20.710045,5.080648
mutoharoh_official,1602,2,96999.0,1,0.37033913,10.937643
muttspill_,1749,3,247950.0,4,16.835505,13.120293
mutya_zahra123,1469,6,435523.0,5,21.084362,3.2432067
mutyaaaaa_,1648,2,84580.0,1,-0.103666045,16.244808
mutyara15,1633,3,249516.0,4,16.854235,12.086686
muvag0cdy3,1420,2,90640.0,1,-2.047971,5.891461
muwardipeloh,1488,2,174840.0,1,7.4433837,7.2353215
muwidd09,1674,2,318476.0,1,12.0992565,13.487961
muwwahid1,1315,2,181800.0,1,7.9883265,3.9406211
muyasaroh55,1616,2,80000.0,1,-0.79192716,15.971721
muyasyah1234,693,2,143440.0,0,7.5927005,-2.4005241
muz_civil,284,2,186721.0,0,8.64035,-8.69539
muzackyrafa1,1809,2,97904.0,1,2.6376767,18.75531
muzakir0,235,2,190485.0,0,9.153026,-8.718982
muzakkiirfan,1632,2,81650.0,1,-0.52820605,16.051733
muzakky24,1649,2,51929.0,1,-7.0324697,9.606039
muzaqiir,1366,10,1467025.0,5,23.059965,2.4685662
muzara0904,716,5,191115.0,2,16.18578,-6.9913554
muzarabrand_id,32,51,3234872.0,2,19.337143,-6.1459975
muzayyanamuzayyana817,734,2,135266.0,0,6.88117,-2.4967673
muzdalifaa_thrift,1462,3,189726.0,4,13.850801,5.5026927
muzhan92,1561,2,151210.0,1,6.293783,9.63122
mvfhae2uy9,1517,2,132100.0,1,4.5296717,7.9975333
mvhendra,298,2,75664.0,0,-3.020005,-4.9361506
mvin2569,1727,2,85167.0,1,0.037382863,17.383373
mvyq3lu4qg,1560,3,177160.0,4,13.87329,6.9808216
mwahydi,1582,2,77250.0,1,-3.3057394,11.153972
mwahyujanuardi,1397,2,78400.0,1,-4.3478403,6.334668
mwik71gjq2,1689,2,217484.0,1,11.130836,15.015782
mwildanzidan,622,2,108195.0,0,1.9908215,-6.843982
mwlanayusuff,1584,2,102000.0,1,1.3396677,10.750264
mwm221109,1585,2,165532.0,1,7.356072,10.158215
mwshop2012,1747,2,500782.0,1,12.363091,12.501182
mwzw50598,1304,4,174250.0,5,17.266727,3.7896066
mxe0aati7j,1650,8,746577.0,5,22.499691,5.522484
mxg_phksi5,287,2,74695.0,0,-3.1068106,-4.8553843
mxnew775,755,2,109784.0,0,3.5085626,-2.849677
mxrtnfazbs,573,2,106168.0,0,1.6985316,-6.8442836
my.growing.pains,1452,2,76050.0,1,-4.419476,7.825827
my_beautystore,1458,8,737762.0,5,22.013905,3.072208
my_irsa12,1621,2,122495.0,1,5.1747103,15.799252
my_luxury_collection,1447,13,1433403.0,5,23.047977,3.1404
myaa_22,1568,2,57870.0,1,-6.887957,10.01369
myageunsuk,809,3,230880.0,3,14.7305,-2.9769309
myakhilmiah,1593,3,97336.0,4,12.898316,9.315866
myanaar1717,1804,6,1640211.0,5,23.000927,5.982298
mybelanja_05,1693,2,106498.0,1,3.5245543,16.997295
mybrandcmh,418,7,966643.0,2,18.594479,-6.5745244
mybrh1059t,529,2,107200.0,0,1.6722811,-6.9594088
myca_bltr,613,2,147600.0,0,6.273131,-7.850643
mycollection123_,1382,2,119830.0,1,2.5563128,4.0910926
mycollectionstore,1400,14,1073307.0,5,22.707716,2.6845322
mycoverr,1333,14,3872780.0,5,23.70997,2.6720195
mydnsftr_,1571,2,197200.0,1,8.596077,9.901771
myeidifalz.ms,1492,2,112425.0,1,2.1759112,7.3456717
myema.id,1539,2,338050.0,1,10.739506,10.035088
myesha1820,1729,2,232870.0,1,12.031089,15.489494
myeshafazana,1564,2,194000.0,1,8.443286,9.799704
myhs.sport_17,164,6,1695201.0,2,19.171953,-6.326572
myhya0111,804,2,102416.0,0,2.5008283,-2.3217056
mylachaya,387,2,189423.0,0,8.847138,-8.449399
mylakrmila,1566,4,1065979.0,5,20.166178,5.7633452
myloshop10,1448,24,1633757.0,5,23.079124,3.124654
mym_store_12,1382,2,152020.0,1,5.9372487,4.2230496
mymellshopmdn,1741,3,366745.0,4,18.109367,12.634779
mymynshop,916,2,133106.0,0,6.490375,-1.5955322
mynameava,1743,2,304680.0,1,12.54026,13.9983015
mypkukb88z,714,2,73457.0,0,-2.5559826,-1.7804941
myramadhani_,1315,2,134930.0,1,4.309597,2.9385474
myshila,362,2,141150.0,0,5.4976444,-8.604026
myshopfavorit,1720,2,201700.0,1,10.940911,16.16066
myshopsanggau,1587,2,209012.0,1,8.948212,10.123647
mysugarcandy,1489,2,181987.0,1,7.7368946,7.418403
mysunnnn,1513,2,147000.0,1,5.7709846,7.805615
mytcom8,266,2,178406.0,0,8.321167,-8.835932
mythanopiyantiie,1516,2,133910.0,1,4.684371,8.00952
mytharetnowati,530,2,70515.0,0,-2.991534,-4.3429227
myudhafirmansyah,429,3,1455935.0,3,16.103512,-2.28974
myumiwshop,1326,7,359681.0,5,20.362385,2.4660277
